# 楽曲ソース (タブ区切り)。列: ブランドタグ / 曲名 / 歌唱 / 初出日 / 初出
# ここに一覧をそのまま貼り足して `node scripts/build-songs.mjs` を実行すると data/songs.csv が再生成される。
# ブランドタグ: GKM=学マス SYC=シャニ SdM=SideM MIL/MILR=ミリオン CIN=デレ 765 876 VLV 961 合同 ETC
[MIL]	Shooting Stars	(UNIT)クレシェンドブルー	2014/09/24	LTH03
[MIL]	夢色トレイン	(ソロ)箱崎星梨花	2014/09/24	LTH03
[MIL]	サマ☆トリ ~Summer trip~	(ソロ)北上麗花	2014/09/24	LTH03
[MIL]	プリティ〜〜〜ッ→ニャンニャンッ！	(ソロ)野々原茜	2014/09/24	LTH03
[MIL]	絵本	(ソロ)北沢志保	2014/09/24	LTH03
[MIL]	Catch my dream	(ソロ)最上静香	2014/09/24	LTH03
[MIL]	Eternal Harmony	(UNIT)エターナルハーモニー	2014/09/24	LTH04
[MIL]	カーニヴァル・ジャパネスク	(ソロ)徳川まつり	2014/09/24	LTH04
[MIL]	プラリネ	(ソロ)ジュリア	2014/09/24	LTH04
[MIL]	bitter sweet	(ソロ)豊川風花	2014/09/24	LTH04
[MIL]	君だけの欠片	(ソロ)エミリー スチュアート	2014/09/24	LTH04
[MIL]	Just be myself!!	(ソロ)如月千早	2014/09/24	LTH04
[MIL]	HOME, SWEET FRIENDSHIP	(UNIT)リコッタ	2014/11/26	LTH05
[MIL]	MY STYLE! OUR STYLE!!!!	(ソロ)周防桃子	2014/11/26	LTH05
[MIL]	Super Lover	(ソロ)横山奈緒	2014/11/26	LTH05
[MIL]	求ム VS マイ・フューチャー	(ソロ)福田のり子	2014/11/26	LTH05
[MIL]	Up!10sion♪Pleeeeeeeeease!	(ソロ)松田亜利沙	2014/11/26	LTH05
[MIL]	キミがいて夢になる	(ソロ)天海春香	2014/11/26	LTH05
[MIL]	ジレるハートに火をつけて	(UNIT)灼熱少女	2014/11/26	LTH06
[MIL]	恋愛ロードランナー	(ソロ)高坂海美	2014/11/26	LTH06
